tweet_id,text,name,day,month,year,dog_stage,rating,jpg_url,dog_type,confidence_level,favorite_count,retweet_count,url,retweet_status
892420643555336193,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,Phineas,1,8,2017,None,13.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,error,error,34554.0,7194.0,https://t.co/MgUWQ76dJU,Original tweet
892177421306343426,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",Tilly,1,8,2017,None,13.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Chihuahua,0.323581,29952.0,5400.0,https://t.co/0Xxu71qeIV,Original tweet
891815181378084864,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,Archie,31,7,2017,None,12.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Chihuahua,0.716012,22535.0,3566.0,https://t.co/wUnZnhtVJB,Original tweet
891689557279858688,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,Darla,30,7,2017,None,13.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,Labrador_retriever,0.168086,37790.0,7419.0,https://t.co/tD36da7qLQ,Original tweet
891327558926688256,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",Franklin,29,7,2017,None,12.0,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,basset,0.555712,36098.0,7951.0,https://t.co/AtUZn91f7f,Original tweet
891087950875897856,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,None,29,7,2017,None,13.0,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,Chesapeake_Bay_retriever,0.425595,18204.0,2672.0,https://t.co/kQ04fDDRmh,Original tweet
890971913173991426,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",Jax,28,7,2017,None,13.0,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,Appenzeller,0.34170300000000003,10603.0,1716.0,https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl,Original tweet
890729181411237888,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,None,28,7,2017,None,13.0,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Pomeranian,0.566142,58147.0,16187.0,https://t.co/v0nONBcwxq,Original tweet
890609185150312448,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,Zoey,27,7,2017,None,13.0,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Irish_terrier,0.487574,25064.0,3714.0,https://t.co/9TwLuAGH0b,Original tweet
890240255349198849,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,Cassie,26,7,2017,None,14.0,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,Pembroke,0.511319,28580.0,6251.0,https://t.co/t1bfwz5S2A,Original tweet
